50	5	2
50	5	4
50	5	3
50	5	2
51	5	4
51	5	3
52	5	4
52	5	5
52	5	3
52	5	3
53	5	4
53	5	4
53	5	4
54	5	2
54	5	5
54	5	4
54	5	4
54	5	3
55	5	5
55	5	3
55	5	4
55	5	4
55	5	5
55	5	4
55	5	4
56	5	5
56	5	4
56	5	5
56	5	5
56	5	4
56	5	3
56	5	3
57	5	4
57	5	5
57	5	3
58	5	5
58	5	2
58	5	4
59	5	4
59	5	4
59	5	5
59	5	5
59	5	4
60	5	4
60	5	5
60	5	3
60	5	3
61	5	3
61	5	4
61	5	4
62	5	4
62	5	4
62	5	3
62	5	4
62	5	5
63	5	4
63	5	4
63	5	4
64	5	3
64	5	5
64	5	5
64	5	4
64	5	4
65	5	2
65	5	4
65	5	5
65	5	4
65	5	4
65	5	4
66	5	3
66	5	5
66	5	5
66	5	4
67	5	3
67	5	4
67	5	4
67	5	3
68	5	4
68	5	4
68	5	3
68	5	5
69	5	4
69	5	4
69	5	3
69	5	5
70	5	5
70	5	5
70	5	4
70	5	4
71	5	4
71	5	4
71	5	3
71	5	3
71	5	4
72	5	2
72	5	5
72	5	4
73	5	4
73	5	4
74	5	5
75	5	5
75	5	4
75	5	5
75	5	4
75	5	5
75	5	3
76	5	4
76	5	5
76	5	5
76	5	5
76	5	4
77	5	3
77	5	5
78	5	4
79	5	2
79	5	4
79	5	3
80	5	4
80	5	3
80	5	5
80	5	4
80	5	5
80	5	5
80	5	3
80	5	4
81	5	3
81	5	4
81	5	5
81	5	5
82	5	5
82	5	4
82	5	5
83	5	5
84	5	3
84	5	3
84	5	4
84	5	4
84	5	4
84	5	3
85	5	4
85	5	5
85	5	4
85	5	4
85	5	5
86	5	2
86	5	3
86	5	4
86	5	4
86	5	4
86	5	4
87	5	3
87	5	5
87	5	5
88	5	5
88	5	5
89	5	4
89	5	4
89	5	4
90	5	4
90	5	4
90	5	4
90	5	2
91	5	3
91	5	5
91	5	5
91	5	5
92	5	5
92	5	4
92	5	4
92	5	5
92	5	4
92	5	4
92	5	5
93	5	2
93	5	5
93	5	4
93	5	5
93	5	4
94	5	4
94	5	5
95	5	2
95	5	4
96	5	3
96	5	3
96	5	4
97	5	4
97	5	3
97	5	5
97	5	5
97	5	4
98	5	4
98	5	5
99	5	5
99	5	5
99	5	5
100	5	4
100	5	5
101	5	3
101	5	4
101	5	4
102	5	5
102	5	5
102	5	4
102	5	3
103	5	3
103	5	4
103	5	4
103	5	3
104	5	4
105	5	5
105	5	4
105	5	4
105	5	4
105	5	5
106	5	3
107	5	5
107	5	3
107	5	4
108	5	5
108	5	4
108	5	4
108	5	2
108	5	5
108	5	4
108	5	4
109	5	4
109	5	4
109	5	4
109	5	4
109	5	5
110	5	5
110	5	2
111	5	3
111	5	3
111	5	5
111	5	3
111	5	2
111	5	3
112	5	3
112	5	5
112	5	3
113	5	4
113	5	3
113	5	4
113	5	3
114	5	2
114	5	5
115	5	4
115	5	4
115	5	4
115	5	4
116	5	5
116	5	4
116	5	3
117	5	4
117	5	3
117	5	3
117	5	5
119	5	5
119	5	4
119	5	5
119	5	5
119	5	4
119	5	4
120	5	4
120	5	5
120	5	5
120	5	4
120	5	3
120	5	4
121	5	5
121	5	4
122	5	5
122	5	4
122	5	4
123	5	5
123	5	2
123	5	4
123	5	3
123	5	4
124	5	4
124	5	4
124	5	5
124	5	3
124	5	4
125	5	4
125	5	4
126	5	5
126	5	5
126	5	5
127	5	4
127	5	3
127	5	4
127	5	4
127	5	5
127	5	4
